title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Love Saga,2015,"Crime, Horror",Sanjay Leela Bhansali,"Shah Rukh Khan, Akshay Kumar, Rajkummar Rao",102,159.77,300.48,8.4,1
War Diaries,2015,"Fantasy, Thriller",Rohit Shetty,"Tiger Shroff, Hrithik Roshan, Akshay Kumar",165,119.02,253.53,8.9,2
Night Forever,2015,"Mystery, Mystery",Rajkumar Hirani,"Akshay Kumar, Rajkummar Rao, Aamir Khan",129,117.41,368.88,9.0,2
Shadow Chronicles,2015,"Comedy, Romance",Zoya Akhtar,"Ayushmann Khurrana, Kartik Aaryan, Tiger Shroff",174,270.61,605.15,6.4,2
Hope Rising,2015,"Adventure, Thriller",Karan Johar,"Ranbir Kapoor, Aamir Khan, Shah Rukh Khan",161,35.23,96.41,8.6,2
Storm Chronicles,2015,"Fantasy, Comedy",Kabir Khan,"Shah Rukh Khan, Ranveer Singh, Rajkummar Rao",105,256.6,408.57,4.3,1
Shadow Rising,2015,"Drama, Romance",Imtiaz Ali,"Tiger Shroff, Hrithik Roshan, Ayushmann Khurrana",144,124.74,341.3,8.1,2
Revenge Awakens,2015,"Romance, Horror",Sanjay Leela Bhansali,"Aamir Khan, Varun Dhawan, Ranveer Singh",98,163.87,454.33,4.6,2
Heart Forever,2015,"Drama, Thriller",Sanjay Leela Bhansali,"Ranbir Kapoor, Kartik Aaryan, Ranveer Singh",126,18.22,49.75,7.4,2
Hope Rising,2015,"Thriller, Romance",Rohit Shetty,"Salman Khan, Sidharth Malhotra, Shah Rukh Khan",147,59.5,136.46,7.6,2
Love Chronicles,2015,"Action, Mystery",Anurag Kashyap,"Hrithik Roshan, Shah Rukh Khan, Kartik Aaryan",178,18.76,11.62,4.8,0
Heart Code,2015,"Thriller, Mystery",Karan Johar,"Ranveer Singh, Salman Khan, Tiger Shroff",169,245.85,316.87,4.8,1
Dream Returns,2015,"Horror, Action",Rajkumar Hirani,"Ranbir Kapoor, Rajkummar Rao, Ayushmann Khurrana",167,132.44,215.25,8.3,1
Night Code,2015,"Adventure, Comedy",Imtiaz Ali,"Hrithik Roshan, Aamir Khan, Akshay Kumar",165,138.38,362.75,8.5,2
Storm Returns,2015,"Thriller, Action",Rohit Shetty,"Sidharth Malhotra, Ranbir Kapoor, Aamir Khan",122,249.85,671.3,5.4,2
Dream Awakens,2015,"Adventure, Romance",Zoya Akhtar,"Ranveer Singh, Hrithik Roshan, Kartik Aaryan",99,124.77,232.2,9.5,1
War Unleashed,2015,"Thriller, Crime",Rajkumar Hirani,"Vicky Kaushal, Shah Rukh Khan, Aamir Khan",171,20.34,20.68,4.6,1
War Forever,2015,"Horror, Adventure",Karan Johar,"Akshay Kumar, Sidharth Malhotra, Tiger Shroff",144,92.22,126.3,5.5,1
War Chronicles,2015,"Mystery, Action",Karan Johar,"Ranveer Singh, Hrithik Roshan, Varun Dhawan",112,167.64,404.21,8.0,2
Heart Rising,2015,"Horror, Action",Farhan Akhtar,"Aamir Khan, Tiger Shroff, Hrithik Roshan",92,221.28,130.72,7.9,0
Heart Affair,2015,"Action, Horror",Zoya Akhtar,"Shah Rukh Khan, Vicky Kaushal, Varun Dhawan",97,124.54,173.4,8.0,1
Dream Awakens,2015,"Drama, Thriller",Sanjay Leela Bhansali,"Akshay Kumar, Tiger Shroff, Rajkummar Rao",149,61.5,204.32,5.9,2
Love Code,2015,"Romance, Thriller",Farhan Akhtar,"Ranveer Singh, Vicky Kaushal, Tiger Shroff",129,67.81,182.97,9.5,2
Heart Chronicles,2015,"Thriller, Mystery",S. S. Rajamouli,"Kartik Aaryan, Akshay Kumar, Aamir Khan",107,25.93,18.72,5.0,0
Night Affair,2015,"Mystery, Drama",S. S. Rajamouli,"Shah Rukh Khan, Kartik Aaryan, Hrithik Roshan",176,244.73,428.58,4.2,1
Heart Awakens,2015,"Romance, Thriller",Farhan Akhtar,"Vicky Kaushal, Aamir Khan, Akshay Kumar",168,197.29,639.21,9.1,2
Night Saga,2015,"Action, Thriller",Rajkumar Hirani,"Varun Dhawan, Ranveer Singh, Sidharth Malhotra",114,32.17,66.43,6.6,2
Heart Diaries,2015,"Mystery, Action",Rajkumar Hirani,"Ranveer Singh, Sidharth Malhotra, Akshay Kumar",165,28.07,32.1,4.9,1
Hope Chronicles,2015,"Fantasy, Horror",Anurag Kashyap,"Rajkummar Rao, Salman Khan, Tiger Shroff",135,77.11,76.51,6.2,0
King Code,2015,"Comedy, Adventure",Rohit Shetty,"Kartik Aaryan, Akshay Kumar, Ranveer Singh",136,40.92,34.91,8.7,0
Revenge Diaries,2015,"Adventure, Thriller",Rajkumar Hirani,"Ranbir Kapoor, Varun Dhawan, Akshay Kumar",110,48.18,123.64,4.6,2
Heart Saga,2015,"Horror, Adventure",S. S. Rajamouli,"Vicky Kaushal, Akshay Kumar, Salman Khan",118,261.27,292.9,4.7,1
Shadow Unleashed,2015,"Romance, Crime",Karan Johar,"Ranbir Kapoor, Ranveer Singh, Ayushmann Khurrana",132,271.44,575.01,7.2,2
Love Returns,2015,"Fantasy, Comedy",S. S. Rajamouli,"Hrithik Roshan, Ayushmann Khurrana, Tiger Shroff",123,55.13,55.53,8.5,1
King Diaries,2015,"Thriller, Mystery",Karan Johar,"Shah Rukh Khan, Hrithik Roshan, Ranveer Singh",160,227.55,248.35,7.1,1
Night Affair,2015,"Adventure, Fantasy",Kabir Khan,"Akshay Kumar, Varun Dhawan, Aamir Khan",172,206.53,433.01,5.2,2
Storm Awakens,2015,"Comedy, Romance",Imtiaz Ali,"Salman Khan, Varun Dhawan, Hrithik Roshan",126,257.3,486.85,4.7,1
Heart Saga,2015,"Mystery, Comedy",S. S. Rajamouli,"Varun Dhawan, Salman Khan, Ayushmann Khurrana",105,288.96,982.9,7.8,2
Night Chronicles,2015,"Adventure, Mystery",Kabir Khan,"Ranbir Kapoor, Hrithik Roshan, Shah Rukh Khan",168,198.98,580.65,8.8,2
Hope Returns,2015,"Action, Mystery",Rohit Shetty,"Hrithik Roshan, Ayushmann Khurrana, Aamir Khan",90,71.83,248.27,9.2,2
Shadow Awakens,2015,"Thriller, Adventure",Sanjay Leela Bhansali,"Kartik Aaryan, Rajkummar Rao, Tiger Shroff",114,168.6,527.45,4.1,2
Heart Diaries,2015,"Adventure, Horror",Rajkumar Hirani,"Kartik Aaryan, Aamir Khan, Varun Dhawan",170,280.84,670.78,5.2,2
King Forever,2015,"Fantasy, Fantasy",Imtiaz Ali,"Tiger Shroff, Ranbir Kapoor, Sidharth Malhotra",130,106.38,238.14,4.9,2
Storm Affair,2015,"Action, Adventure",Kabir Khan,"Kartik Aaryan, Akshay Kumar, Ayushmann Khurrana",92,246.5,754.37,5.0,2
War Diaries,2015,"Mystery, Crime",S. S. Rajamouli,"Vicky Kaushal, Ayushmann Khurrana, Shah Rukh Khan",165,58.39,146.5,8.2,2
King Diaries,2015,"Horror, Action",Kabir Khan,"Ayushmann Khurrana, Vicky Kaushal, Sidharth Malhotra",121,199.52,451.09,4.7,2
Revenge Chronicles,2015,"Crime, Thriller",Rohit Shetty,"Varun Dhawan, Aamir Khan, Tiger Shroff",148,269.13,899.12,8.8,2
Night Rising,2015,"Horror, Action",Imtiaz Ali,"Aamir Khan, Sidharth Malhotra, Ranveer Singh",169,13.2,35.9,7.4,2
Dream Diaries,2015,"Drama, Horror",Rajkumar Hirani,"Ayushmann Khurrana, Ranbir Kapoor, Sidharth Malhotra",113,229.0,611.51,8.8,2
Revenge Affair,2015,"Action, Romance",S. S. Rajamouli,"Rajkummar Rao, Varun Dhawan, Ranveer Singh",134,265.28,900.54,7.9,2
Heart Returns,2015,"Action, Thriller",Sanjay Leela Bhansali,"Ranveer Singh, Kartik Aaryan, Vicky Kaushal",164,80.5,87.66,8.4,1
King Unleashed,2015,"Thriller, Romance",Ayan Mukerji,"Salman Khan, Hrithik Roshan, Ranveer Singh",117,222.05,510.18,9.4,2
Dream Awakens,2015,"Drama, Drama",Sanjay Leela Bhansali,"Ranveer Singh, Aamir Khan, Ayushmann Khurrana",152,154.6,441.95,4.0,2
King Code,2015,"Horror, Adventure",Farhan Akhtar,"Ranveer Singh, Ranbir Kapoor, Salman Khan",131,175.72,190.05,4.5,1
Dream Forever,2015,"Mystery, Comedy",Anurag Kashyap,"Ranveer Singh, Kartik Aaryan, Ranbir Kapoor",143,138.06,423.14,5.2,2
Revenge Saga,2015,"Crime, Mystery",Rajkumar Hirani,"Hrithik Roshan, Rajkummar Rao, Shah Rukh Khan",124,69.37,37.29,6.1,0
Shadow Chronicles,2015,"Thriller, Crime",S. S. Rajamouli,"Akshay Kumar, Salman Khan, Ayushmann Khurrana",153,69.97,183.63,4.6,2
Shadow Chronicles,2015,"Mystery, Crime",Anurag Kashyap,"Salman Khan, Akshay Kumar, Kartik Aaryan",173,273.1,704.82,9.1,2
Night Affair,2015,"Mystery, Action",S. S. Rajamouli,"Hrithik Roshan, Vicky Kaushal, Shah Rukh Khan",128,270.08,511.79,7.4,1
Storm Unleashed,2015,"Horror, Crime",S. S. Rajamouli,"Akshay Kumar, Tiger Shroff, Kartik Aaryan",132,20.75,26.76,7.4,1
Night Code,2015,"Horror, Romance",Kabir Khan,"Kartik Aaryan, Ayushmann Khurrana, Akshay Kumar",162,159.9,285.21,4.9,1
Storm Forever,2015,"Action, Fantasy",Imtiaz Ali,"Hrithik Roshan, Vicky Kaushal, Tiger Shroff",117,20.37,38.95,8.2,1
Hope Saga,2015,"Adventure, Romance",Rohit Shetty,"Rajkummar Rao, Ranveer Singh, Tiger Shroff",151,161.68,229.95,7.7,1
Love Unleashed,2015,"Horror, Adventure",Ayan Mukerji,"Sidharth Malhotra, Shah Rukh Khan, Rajkummar Rao",99,29.9,103.93,8.6,2
Love Code,2015,"Comedy, Horror",Imtiaz Ali,"Hrithik Roshan, Shah Rukh Khan, Varun Dhawan",97,271.45,949.56,8.1,2
Revenge Chronicles,2015,"Action, Drama",Kabir Khan,"Sidharth Malhotra, Varun Dhawan, Akshay Kumar",118,102.39,108.83,4.9,1
Dream Affair,2015,"Crime, Comedy",Rajkumar Hirani,"Sidharth Malhotra, Ranbir Kapoor, Akshay Kumar",166,213.39,115.93,6.5,0
Shadow Awakens,2015,"Mystery, Fantasy",Anurag Kashyap,"Hrithik Roshan, Salman Khan, Ranbir Kapoor",125,33.12,58.72,8.4,1
Heart Unleashed,2015,"Action, Comedy",Sanjay Leela Bhansali,"Varun Dhawan, Kartik Aaryan, Vicky Kaushal",180,26.28,41.7,9.1,1
Revenge Code,2015,"Crime, Thriller",Zoya Akhtar,"Tiger Shroff, Rajkummar Rao, Kartik Aaryan",113,294.61,626.81,9.2,2
Shadow Saga,2015,"Horror, Adventure",Zoya Akhtar,"Rajkummar Rao, Ranbir Kapoor, Vicky Kaushal",170,195.73,492.74,5.3,2
War Forever,2015,"Romance, Comedy",Anurag Kashyap,"Aamir Khan, Ranveer Singh, Salman Khan",178,261.54,769.14,5.3,2
Love Unleashed,2015,"Action, Drama",Ayan Mukerji,"Aamir Khan, Sidharth Malhotra, Akshay Kumar",168,65.33,114.71,9.2,1
War Affair,2015,"Romance, Drama",Farhan Akhtar,"Kartik Aaryan, Ranbir Kapoor, Sidharth Malhotra",149,218.46,750.31,9.1,2
Storm Saga,2015,"Crime, Horror",Anurag Kashyap,"Ayushmann Khurrana, Aamir Khan, Kartik Aaryan",136,228.28,215.76,7.8,0
Hope Awakens,2015,"Comedy, Crime",Rohit Shetty,"Ayushmann Khurrana, Salman Khan, Tiger Shroff",165,150.9,350.33,6.6,2
Dream Diaries,2015,"Romance, Romance",Zoya Akhtar,"Akshay Kumar, Aamir Khan, Vicky Kaushal",164,115.84,86.8,7.0,0
Storm Returns,2015,"Action, Drama",Ayan Mukerji,"Sidharth Malhotra, Akshay Kumar, Ranbir Kapoor",102,61.63,92.12,8.6,1
Storm Forever,2015,"Action, Action",Kabir Khan,"Aamir Khan, Salman Khan, Kartik Aaryan",161,155.76,208.83,4.7,1
War Unleashed,2015,"Romance, Crime",Rajkumar Hirani,"Kartik Aaryan, Akshay Kumar, Shah Rukh Khan",127,20.35,30.52,6.8,1
Hope Forever,2015,"Thriller, Horror",Imtiaz Ali,"Ranbir Kapoor, Sidharth Malhotra, Tiger Shroff",124,140.49,264.29,8.8,1
Shadow Returns,2015,"Fantasy, Mystery",Imtiaz Ali,"Ayushmann Khurrana, Tiger Shroff, Ranbir Kapoor",174,209.96,522.71,4.9,2
Shadow Rising,2015,"Action, Mystery",Rohit Shetty,"Salman Khan, Kartik Aaryan, Ranbir Kapoor",147,215.77,512.72,6.0,2
Storm Awakens,2016,"Action, Mystery",Kabir Khan,"Aamir Khan, Salman Khan, Hrithik Roshan",117,192.23,348.37,6.0,1
Heart Chronicles,2016,"Thriller, Fantasy",Farhan Akhtar,"Sidharth Malhotra, Hrithik Roshan, Vicky Kaushal",135,74.39,87.59,6.1,1
Love Forever,2016,"Adventure, Mystery",Anurag Kashyap,"Salman Khan, Aamir Khan, Shah Rukh Khan",155,160.57,143.31,7.3,0
Hope Returns,2016,"Romance, Drama",Rajkumar Hirani,"Tiger Shroff, Shah Rukh Khan, Ayushmann Khurrana",178,78.78,44.17,8.1,0
Dream Forever,2016,"Action, Adventure",Kabir Khan,"Ranveer Singh, Ranbir Kapoor, Kartik Aaryan",92,95.73,248.56,8.3,2
King Affair,2016,"Fantasy, Comedy",Kabir Khan,"Salman Khan, Ranbir Kapoor, Ayushmann Khurrana",173,69.76,42.39,8.6,0
Hope Forever,2016,"Drama, Thriller",Ayan Mukerji,"Tiger Shroff, Akshay Kumar, Salman Khan",101,78.09,174.85,8.7,2
Hope Code,2016,"Action, Mystery",Rohit Shetty,"Akshay Kumar, Ranbir Kapoor, Rajkummar Rao",178,130.29,314.43,5.6,2
Hope Unleashed,2016,"Mystery, Romance",Anurag Kashyap,"Hrithik Roshan, Vicky Kaushal, Sidharth Malhotra",161,37.6,107.56,8.2,2
Night Rising,2016,"Mystery, Thriller",Rajkumar Hirani,"Sidharth Malhotra, Tiger Shroff, Rajkummar Rao",127,69.69,59.04,7.4,0
King Returns,2016,"Drama, Action",Zoya Akhtar,"Varun Dhawan, Ayushmann Khurrana, Aamir Khan",161,277.43,777.41,8.9,2
Hope Chronicles,2016,"Action, Mystery",Ayan Mukerji,"Vicky Kaushal, Akshay Kumar, Ayushmann Khurrana",170,272.63,860.4,8.0,2
Shadow Diaries,2016,"Crime, Romance",Sanjay Leela Bhansali,"Ranveer Singh, Ranbir Kapoor, Tiger Shroff",103,13.59,22.4,6.9,1
Hope Forever,2016,"Drama, Mystery",Ayan Mukerji,"Varun Dhawan, Vicky Kaushal, Sidharth Malhotra",100,75.04,79.29,5.2,1
Dream Unleashed,2016,"Romance, Mystery",Karan Johar,"Hrithik Roshan, Vicky Kaushal, Kartik Aaryan",104,117.11,170.15,6.6,1
Revenge Diaries,2016,"Romance, Romance",Farhan Akhtar,"Salman Khan, Shah Rukh Khan, Hrithik Roshan",97,262.56,565.11,7.7,2
Storm Returns,2016,"Adventure, Horror",Farhan Akhtar,"Salman Khan, Tiger Shroff, Aamir Khan",142,179.9,148.72,5.9,0
Love Code,2016,"Fantasy, Romance",S. S. Rajamouli,"Vicky Kaushal, Rajkummar Rao, Kartik Aaryan",157,109.38,253.87,6.3,2
Storm Forever,2016,"Adventure, Comedy",Zoya Akhtar,"Aamir Khan, Rajkummar Rao, Tiger Shroff",154,247.55,509.75,7.8,2
King Awakens,2016,"Fantasy, Horror",Rohit Shetty,"Kartik Aaryan, Varun Dhawan, Akshay Kumar",160,228.07,459.7,7.1,2
Dream Chronicles,2016,"Adventure, Action",Ayan Mukerji,"Ranveer Singh, Kartik Aaryan, Aamir Khan",136,30.63,19.06,5.2,0
War Rising,2016,"Action, Thriller",Farhan Akhtar,"Sidharth Malhotra, Aamir Khan, Ranbir Kapoor",123,99.73,293.45,7.3,2
Heart Code,2016,"Thriller, Crime",Rohit Shetty,"Aamir Khan, Salman Khan, Vicky Kaushal",97,200.4,165.21,9.2,0
Heart Awakens,2016,"Action, Action",Ayan Mukerji,"Rajkummar Rao, Shah Rukh Khan, Sidharth Malhotra",159,256.24,226.33,8.6,0
Dream Returns,2016,"Comedy, Crime",Rohit Shetty,"Ranbir Kapoor, Salman Khan, Hrithik Roshan",111,225.52,396.55,7.0,1
Shadow Rising,2016,"Fantasy, Thriller",Farhan Akhtar,"Akshay Kumar, Hrithik Roshan, Tiger Shroff",124,52.42,51.95,6.2,0
King Affair,2016,"Thriller, Thriller",Zoya Akhtar,"Ranbir Kapoor, Rajkummar Rao, Tiger Shroff",109,218.17,350.07,5.6,1
King Rising,2016,"Mystery, Fantasy",Rohit Shetty,"Hrithik Roshan, Salman Khan, Vicky Kaushal",138,22.17,12.49,8.6,0
Shadow Diaries,2016,"Action, Crime",Rajkumar Hirani,"Ranveer Singh, Sidharth Malhotra, Shah Rukh Khan",106,262.1,789.51,6.8,2
Revenge Awakens,2016,"Adventure, Horror",Kabir Khan,"Varun Dhawan, Ranbir Kapoor, Ranveer Singh",115,96.65,274.77,8.0,2
Love Rising,2016,"Crime, Drama",S. S. Rajamouli,"Rajkummar Rao, Sidharth Malhotra, Kartik Aaryan",133,216.69,250.26,9.4,1
Dream Code,2016,"Romance, Mystery",Kabir Khan,"Hrithik Roshan, Varun Dhawan, Ayushmann Khurrana",139,206.26,147.33,6.8,0
Dream Chronicles,2016,"Thriller, Crime",Rajkumar Hirani,"Shah Rukh Khan, Rajkummar Rao, Ranveer Singh",162,127.38,397.01,7.9,2
Revenge Diaries,2016,"Thriller, Mystery",Imtiaz Ali,"Ranveer Singh, Salman Khan, Tiger Shroff",125,207.62,497.84,5.0,2
Dream Code,2016,"Drama, Drama",Anurag Kashyap,"Aamir Khan, Varun Dhawan, Tiger Shroff",125,25.1,71.13,4.1,2
Heart Forever,2016,"Action, Mystery",Rajkumar Hirani,"Sidharth Malhotra, Ranbir Kapoor, Varun Dhawan",91,127.07,339.46,7.2,2
Dream Awakens,2016,"Fantasy, Thriller",Ayan Mukerji,"Shah Rukh Khan, Ranbir Kapoor, Sidharth Malhotra",113,151.15,222.66,8.5,1
Storm Diaries,2016,"Romance, Romance",Kabir Khan,"Rajkummar Rao, Ayushmann Khurrana, Hrithik Roshan",147,203.53,446.82,4.9,2
Dream Saga,2016,"Comedy, Horror",Anurag Kashyap,"Vicky Kaushal, Sidharth Malhotra, Ranveer Singh",129,214.12,539.6,4.6,2
Hope Forever,2016,"Action, Fantasy",Zoya Akhtar,"Aamir Khan, Ayushmann Khurrana, Salman Khan",137,195.93,123.89,4.7,0
Dream Code,2016,"Crime, Comedy",Ayan Mukerji,"Tiger Shroff, Shah Rukh Khan, Sidharth Malhotra",117,222.93,317.17,6.4,1
Shadow Diaries,2016,"Romance, Fantasy",S. S. Rajamouli,"Kartik Aaryan, Shah Rukh Khan, Sidharth Malhotra",147,79.76,195.65,4.1,2
Love Rising,2016,"Mystery, Adventure",Imtiaz Ali,"Ayushmann Khurrana, Salman Khan, Sidharth Malhotra",137,275.5,278.11,6.1,1
Storm Awakens,2016,"Drama, Crime",Rohit Shetty,"Rajkummar Rao, Ranveer Singh, Akshay Kumar",92,55.08,94.92,8.9,1
Night Returns,2016,"Horror, Crime",Ayan Mukerji,"Salman Khan, Ranbir Kapoor, Aamir Khan",179,264.13,383.18,4.4,1
War Saga,2016,"Mystery, Horror",Rajkumar Hirani,"Kartik Aaryan, Aamir Khan, Ranveer Singh",128,149.23,335.2,8.7,2
War Returns,2016,"Fantasy, Romance",Zoya Akhtar,"Ranveer Singh, Salman Khan, Tiger Shroff",138,112.41,222.32,5.3,1
Revenge Awakens,2016,"Thriller, Adventure",Farhan Akhtar,"Ranbir Kapoor, Ayushmann Khurrana, Ranveer Singh",112,165.85,445.83,4.7,2
Night Affair,2016,"Comedy, Drama",Kabir Khan,"Akshay Kumar, Shah Rukh Khan, Salman Khan",148,211.64,164.59,9.5,0
Dream Rising,2016,"Fantasy, Fantasy",Rohit Shetty,"Varun Dhawan, Rajkummar Rao, Ranveer Singh",113,118.4,401.06,4.9,2
Storm Code,2016,"Action, Drama",Rajkumar Hirani,"Ayushmann Khurrana, Aamir Khan, Kartik Aaryan",90,111.91,285.76,9.0,2
Heart Returns,2016,"Horror, Fantasy",Farhan Akhtar,"Rajkummar Rao, Varun Dhawan, Aamir Khan",163,61.59,184.26,6.9,2
Storm Rising,2016,"Comedy, Adventure",Karan Johar,"Varun Dhawan, Salman Khan, Akshay Kumar",92,242.25,623.93,8.0,2
Night Saga,2016,"Romance, Fantasy",S. S. Rajamouli,"Kartik Aaryan, Rajkummar Rao, Aamir Khan",131,148.86,99.26,6.5,0
King Code,2016,"Adventure, Action",Kabir Khan,"Akshay Kumar, Aamir Khan, Hrithik Roshan",163,222.34,394.53,5.8,1
Hope Unleashed,2016,"Adventure, Comedy",Karan Johar,"Rajkummar Rao, Ranveer Singh, Vicky Kaushal",93,116.37,63.52,7.9,0
King Rising,2016,"Mystery, Romance",Karan Johar,"Tiger Shroff, Ranveer Singh, Kartik Aaryan",100,156.78,485.45,5.1,2
Revenge Affair,2016,"Drama, Fantasy",Karan Johar,"Sidharth Malhotra, Vicky Kaushal, Ranveer Singh",117,65.61,70.1,8.9,1
King Forever,2016,"Action, Drama",Farhan Akhtar,"Ranveer Singh, Shah Rukh Khan, Vicky Kaushal",143,210.49,267.01,7.8,1
Love Saga,2016,"Drama, Romance",Karan Johar,"Salman Khan, Rajkummar Rao, Aamir Khan",101,95.48,295.39,5.4,2
Love Affair,2016,"Fantasy, Action",Zoya Akhtar,"Vicky Kaushal, Salman Khan, Ranveer Singh",131,90.67,195.43,9.1,2
Night Rising,2016,"Romance, Adventure",Farhan Akhtar,"Tiger Shroff, Varun Dhawan, Salman Khan",103,26.3,78.6,4.1,2
Heart Rising,2016,"Action, Mystery",S. S. Rajamouli,"Shah Rukh Khan, Sidharth Malhotra, Rajkummar Rao",131,111.65,354.24,7.9,2
Night Rising,2016,"Crime, Crime",Anurag Kashyap,"Salman Khan, Ayushmann Khurrana, Aamir Khan",179,18.97,49.3,5.7,2
War Unleashed,2016,"Adventure, Crime",Sanjay Leela Bhansali,"Sidharth Malhotra, Ranbir Kapoor, Kartik Aaryan",173,270.58,728.62,7.0,2
Hope Awakens,2016,"Comedy, Horror",S. S. Rajamouli,"Rajkummar Rao, Ayushmann Khurrana, Kartik Aaryan",126,105.39,309.08,4.1,2
War Code,2016,"Fantasy, Comedy",Imtiaz Ali,"Aamir Khan, Sidharth Malhotra, Varun Dhawan",130,257.53,581.52,8.8,2
Dream Rising,2016,"Thriller, Drama",Karan Johar,"Varun Dhawan, Ranbir Kapoor, Kartik Aaryan",130,107.02,93.56,9.4,0
King Affair,2016,"Action, Comedy",Kabir Khan,"Shah Rukh Khan, Akshay Kumar, Vicky Kaushal",117,231.74,397.24,6.9,1
Hope Chronicles,2016,"Crime, Thriller",Rajkumar Hirani,"Sidharth Malhotra, Ranveer Singh, Ayushmann Khurrana",117,106.94,246.57,5.0,2
War Chronicles,2016,"Crime, Comedy",Karan Johar,"Sidharth Malhotra, Akshay Kumar, Ayushmann Khurrana",166,278.19,935.02,5.3,2
Love Awakens,2016,"Mystery, Romance",Kabir Khan,"Shah Rukh Khan, Kartik Aaryan, Ranbir Kapoor",110,115.44,214.06,4.5,1
Hope Awakens,2016,"Comedy, Comedy",Kabir Khan,"Hrithik Roshan, Ranbir Kapoor, Ranveer Singh",143,26.33,55.26,4.2,2
Heart Awakens,2016,"Thriller, Thriller",Imtiaz Ali,"Salman Khan, Rajkummar Rao, Ayushmann Khurrana",121,266.18,459.55,4.8,1
Love Affair,2016,"Action, Horror",Farhan Akhtar,"Hrithik Roshan, Salman Khan, Ranbir Kapoor",90,149.25,75.9,8.3,0
Dream Saga,2016,"Comedy, Adventure",Kabir Khan,"Tiger Shroff, Ayushmann Khurrana, Ranveer Singh",147,269.12,472.57,7.4,1
King Diaries,2016,"Mystery, Thriller",Rohit Shetty,"Varun Dhawan, Tiger Shroff, Ayushmann Khurrana",136,230.62,746.3,6.9,2
Storm Code,2016,"Crime, Fantasy",Imtiaz Ali,"Sidharth Malhotra, Varun Dhawan, Hrithik Roshan",139,152.28,487.8,4.7,2
Hope Rising,2016,"Drama, Horror",Anurag Kashyap,"Shah Rukh Khan, Vicky Kaushal, Aamir Khan",159,32.18,87.07,4.7,2
Dream Rising,2016,"Crime, Romance",Rohit Shetty,"Ayushmann Khurrana, Hrithik Roshan, Akshay Kumar",169,238.89,198.21,4.3,0
War Awakens,2016,"Action, Adventure",Ayan Mukerji,"Sidharth Malhotra, Rajkummar Rao, Kartik Aaryan",148,156.2,153.47,5.6,0
Hope Code,2016,"Comedy, Drama",Imtiaz Ali,"Ayushmann Khurrana, Sidharth Malhotra, Kartik Aaryan",96,47.5,90.01,4.8,1
Shadow Rising,2016,"Horror, Mystery",Farhan Akhtar,"Akshay Kumar, Vicky Kaushal, Aamir Khan",109,83.9,270.15,8.2,2
Revenge Saga,2016,"Romance, Fantasy",Imtiaz Ali,"Ranveer Singh, Rajkummar Rao, Ranbir Kapoor",166,26.32,28.35,9.3,1
Revenge Rising,2016,"Drama, Thriller",Farhan Akhtar,"Sidharth Malhotra, Tiger Shroff, Ranveer Singh",120,75.92,234.5,8.4,2
War Saga,2016,"Fantasy, Thriller",Karan Johar,"Akshay Kumar, Tiger Shroff, Ranveer Singh",128,105.3,117.92,5.4,1
Shadow Rising,2016,"Adventure, Mystery",Rajkumar Hirani,"Ranbir Kapoor, Sidharth Malhotra, Tiger Shroff",176,266.58,327.22,5.2,1
Revenge Forever,2016,"Horror, Thriller",Farhan Akhtar,"Ranbir Kapoor, Ranveer Singh, Salman Khan",118,203.98,237.73,5.6,1
Heart Awakens,2016,"Horror, Mystery",Kabir Khan,"Tiger Shroff, Sidharth Malhotra, Akshay Kumar",167,122.4,350.23,4.2,2
Night Code,2016,"Crime, Romance",Zoya Akhtar,"Rajkummar Rao, Ranveer Singh, Kartik Aaryan",175,148.0,193.91,5.5,1
War Chronicles,2016,"Thriller, Adventure",S. S. Rajamouli,"Kartik Aaryan, Aamir Khan, Rajkummar Rao",145,27.83,62.39,7.2,2
Night Saga,2016,"Adventure, Adventure",Imtiaz Ali,"Kartik Aaryan, Shah Rukh Khan, Varun Dhawan",115,180.31,340.84,7.7,1
Night Saga,2016,"Action, Romance",S. S. Rajamouli,"Varun Dhawan, Akshay Kumar, Rajkummar Rao",120,154.72,201.78,8.8,1
Hope Affair,2016,"Action, Comedy",Anurag Kashyap,"Sidharth Malhotra, Tiger Shroff, Varun Dhawan",172,22.68,63.37,5.5,2
King Chronicles,2016,"Drama, Mystery",Sanjay Leela Bhansali,"Ranbir Kapoor, Rajkummar Rao, Tiger Shroff",141,94.34,219.62,4.4,2
Dream Forever,2016,"Action, Drama",S. S. Rajamouli,"Tiger Shroff, Kartik Aaryan, Varun Dhawan",113,152.65,412.24,7.3,2
Love Chronicles,2016,"Horror, Adventure",Ayan Mukerji,"Ranbir Kapoor, Ranveer Singh, Varun Dhawan",110,255.66,563.74,8.2,2
Shadow Forever,2016,"Mystery, Fantasy",Kabir Khan,"Kartik Aaryan, Ranveer Singh, Hrithik Roshan",122,294.83,910.6,6.5,2
Shadow Affair,2016,"Action, Action",Kabir Khan,"Vicky Kaushal, Aamir Khan, Akshay Kumar",154,151.84,504.77,9.1,2
Hope Unleashed,2016,"Romance, Thriller",Anurag Kashyap,"Aamir Khan, Ranbir Kapoor, Tiger Shroff",119,209.67,439.86,9.0,2
War Affair,2016,"Fantasy, Romance",Rohit Shetty,"Hrithik Roshan, Salman Khan, Varun Dhawan",159,252.16,240.3,6.7,0
